Ensemblgeneid,Genename,UniProt,annotcategory
ENSG00000147119,CHST7,Q9NS84,Intracellular or membrane-bound
ENSG00000147223,RIPPLY1,Q0D2K3,Intracellular or membrane-bound
ENSG00000147255,IGSF1,Q8N6C5,Intracellular or membrane-bound
ENSG00000147257,GPC3,P51654,Intracellular or membrane-bound
ENSG00000147408,CSGALNACT1,Q8TDX6,Intracellular or membrane-bound
ENSG00000147437,GNRH1,P01148,Secreted to blood
ENSG00000147475,ERLIN2,O94905,Intracellular or membrane-bound
ENSG00000147485,PXDNL,A1KZ92,Intracellular or membrane-bound
ENSG00000147571,CRH,P06850,Secreted to blood
ENSG00000147654,EBAG9,O00559,Intracellular or membrane-bound
ENSG00000147655,RSPO2,Q6UXX9,Locally secreted
ENSG00000147869,CER1,O95813,Secreted - unknown location
ENSG00000147873,IFNA5,P01569,Secreted to blood
ENSG00000147885,IFNA16,P05015,Secreted to blood
ENSG00000147894,C9orf72,Q96LT7,Secreted - unknown location
ENSG00000147896,IFNK,Q9P0W0,Secreted to blood
ENSG00000148090,AUH,Q13825,Intracellular or membrane-bound
ENSG00000148180,GSN,P06396,Secreted to blood
ENSG00000148204,CRB2,Q5IJ48,Intracellular or membrane-bound
ENSG00000148288,GBGT1,Q8N5D6,Intracellular or membrane-bound
ENSG00000148339,SLC25A25,Q6KCM7,Intracellular or membrane-bound
ENSG00000148346,LCN2,P80188,Locally secreted
ENSG00000148357,HMCN2,Q8NDA2,Locally secreted to extracellular matrix
ENSG00000148386,LCN9,Q8WX39,Locally secreted in male tissues
ENSG00000148450,MSRB2,Q9Y3D2,Intracellular or membrane-bound
ENSG00000148488,ST8SIA6,P61647,Intracellular or membrane-bound
ENSG00000148600,CDHR1,Q96JP9,Intracellular or membrane-bound
ENSG00000148672,GLUD1,P00367,Intracellular or membrane-bound
ENSG00000148702,HABP2,Q14520,Secreted to blood
ENSG00000148848,ADAM12,O43184,Locally secreted in female tissues
ENSG00000148926,ADM,P35318,Secreted to blood
ENSG00000148965,SAA4,P35542,Secreted to blood
ENSG00000149021,SCGB1A1,P11684,Locally secreted
ENSG00000149090,PAMR1,Q6UXH9,Secreted - unknown location
ENSG00000149131,SERPING1,P05155,Secreted to blood
ENSG00000149177,PTPRJ,Q12913,Intracellular or membrane-bound
ENSG00000149218,ENDOD1,O94919,Secreted - unknown location
ENSG00000149257,SERPINH1,P50454,Intracellular or membrane-bound
ENSG00000149294,NCAM1,P13591,Intracellular or membrane-bound
ENSG00000149328,GLB1L2,Q8IW92,Secreted - unknown location
ENSG00000149380,P4HA3,Q7Z4N8,Intracellular or membrane-bound
ENSG00000149428,HYOU1,Q9Y4L1,Intracellular or membrane-bound
ENSG00000149506,ZP1,P60852,Locally secreted in female tissues
ENSG00000149507,OOSP2,Q86WS3,Locally secreted in male tissues
ENSG00000149541,B3GAT3,O94766,Intracellular or membrane-bound
ENSG00000149571,KIRREL3,Q8IZU9,Intracellular or membrane-bound
ENSG00000149582,TMEM25,Q86YD3,Intracellular or membrane-bound
ENSG00000149639,SOGA1,O94964,Secreted to blood
ENSG00000149651,SPINT4,Q6UDR6,Locally secreted in male tissues
ENSG00000149735,GPHA2,Q96T91,Secreted to blood
ENSG00000149972,CNTN5,O94779,Intracellular or membrane-bound
ENSG00000150275,PCDH15,Q96QU1,Intracellular or membrane-bound
ENSG00000150281,CTF1,Q16619,Secreted to blood
ENSG00000150527,CTAGE5,"O15320,Q96PC5",Intracellular or membrane-bound
ENSG00000150551,LYPD1,Q8N2G4,Intracellular or membrane-bound
ENSG00000150556,LYPD6B,Q8NI32,Intracellular or membrane-bound
ENSG00000150630,VEGFC,P49767,Secreted to blood
ENSG00000150656,CNDP1,Q96KN2,Locally secreted in brain
ENSG00000150687,PRSS23,O95084,Secreted to blood
ENSG00000150782,IL18,Q14116,Secreted to blood
ENSG00000150938,CRIM1,Q9NZV1,Intracellular or membrane-bound
ENSG00000151006,PRSS53,Q2L4Q9,Secreted - unknown location
ENSG00000151033,LYZL2,Q7Z4W2,Locally secreted in male tissues
ENSG00000151092,NGLY1,Q96IV0,Intracellular or membrane-bound
ENSG00000151176,PLBD2,Q8NHP8,Intracellular or membrane-bound
ENSG00000151233,GXYLT1,Q4G148,Intracellular or membrane-bound
ENSG00000151327,FAM177A1,Q8N128,Secreted to blood
ENSG00000151388,ADAMTS12,P58397,Locally secreted to extracellular matrix
ENSG00000151413,NUBPL,Q8TB37,Intracellular or membrane-bound
ENSG00000151468,CCDC3,Q9BQI4,Secreted to blood
ENSG00000151490,PTPRO,Q16827,Intracellular or membrane-bound
ENSG00000151651,ADAM8,P78325,Intracellular or membrane-bound
ENSG00000151655,ITIH2,P19823,Secreted to blood
ENSG00000151694,ADAM17,P78536,Intracellular or membrane-bound
ENSG00000151882,CCL28,Q9NRJ3,Secreted to blood
ENSG00000151948,GLT1D1,Q96MS3,Secreted - unknown location
ENSG00000152093,CFC1B,P0CG36,Secreted - unknown location
ENSG00000152266,PTH,P01270,Secreted to blood
ENSG00000152377,SPOCK1,Q08629,Secreted to blood
ENSG00000152578,GRIA4,P48058,Intracellular or membrane-bound
ENSG00000152580,IGSF10,Q6WRI0,Secreted - unknown location
ENSG00000152583,SPARCL1,Q14515,Locally secreted
ENSG00000152591,DSPP,Q9NZW4,Locally secreted
ENSG00000152592,DMP1,Q13316,Locally secreted to extracellular matrix
ENSG00000152595,MEPE,Q9NQ76,Locally secreted to extracellular matrix
ENSG00000152785,BMP3,P12645,Locally secreted
ENSG00000152952,PLOD2,O00469,Intracellular or membrane-bound
ENSG00000152990,ADGRA3,Q8IWK6,Intracellular or membrane-bound
ENSG00000153002,CPB1,P15086,Locally secreted to GI-tract
ENSG00000153012,LGI2,Q8N0V4,Secreted to blood
ENSG00000153162,BMP6,P22004,Secreted to blood
ENSG00000153246,PLA2R1,Q13018,Secreted to blood
ENSG00000153292,ADGRF1,Q5T601,Secreted - unknown location
ENSG00000153446,C16orf89,Q6UX73,Secreted to blood
ENSG00000153498,SPACA7,Q96KW9,Locally secreted in male tissues
ENSG00000153563,CD8A,P01732,Intracellular or membrane-bound
ENSG00000153707,PTPRD,P23468,Intracellular or membrane-bound
ENSG00000153802,TMPRSS11D,O60235,Intracellular or membrane-bound
ENSG00000153902,LGI4,Q8N135,Locally secreted in brain
ENSG00000153936,HS2ST1,Q7LGA3,Intracellular or membrane-bound
ENSG00000153993,SEMA3D,O95025,Locally secreted
ENSG00000154079,SDHAF4,Q5VUM1,Intracellular or membrane-bound
ENSG00000154080,CHST9,Q7L1S5,Intracellular or membrane-bound
ENSG00000154175,ABI3BP,Q7Z7G0,Locally secreted
ENSG00000154188,ANGPT1,Q15389,Secreted to blood
ENSG00000154252,GAL3ST2,Q9H3Q3,Intracellular or membrane-bound
ENSG00000154269,ENPP3,O14638,Secreted - unknown location
ENSG00000154305,MIA3,Q5JRA6,Intracellular or membrane-bound
ENSG00000154342,WNT3A,P56704,Locally secreted to extracellular matrix
ENSG00000154589,LY96,Q9Y6Y9,Secreted to blood
ENSG00000154639,CXADR,P78310,Intracellular or membrane-bound
ENSG00000154734,ADAMTS1,Q9UHI8,Locally secreted to extracellular matrix
ENSG00000154736,ADAMTS5,Q9UNA0,Locally secreted to extracellular matrix
ENSG00000154764,WNT7A,O00755,Locally secreted to extracellular matrix
ENSG00000154814,OXNAD1,Q96HP4,Intracellular or membrane-bound
ENSG00000154975,CA10,Q9NS85,Locally secreted in brain
ENSG00000155008,APOOL,Q6UXV4,Intracellular or membrane-bound
ENSG00000155011,DKK2,Q9UBU2,Locally secreted
ENSG00000155304,HSPA13,P48723,Intracellular or membrane-bound
ENSG00000155629,PIK3AP1,Q6ZUJ8,Intracellular or membrane-bound
ENSG00000155660,PDIA4,P13667,Intracellular or membrane-bound
ENSG00000155719,OTOA,Q7RTW8,Locally secreted
ENSG00000155893,PXYLP1,Q8TE99,Intracellular or membrane-bound
ENSG00000155903,RASA2,Q15283,Intracellular or membrane-bound
ENSG00000156076,WIF1,Q9Y5W5,Locally secreted to extracellular matrix
ENSG00000156096,UGT2B4,P06133,Intracellular or membrane-bound
ENSG00000156140,ADAMTS3,O15072,Locally secreted to extracellular matrix
ENSG00000156218,ADAMTSL3,P82987,Locally secreted
ENSG00000156219,ART3,Q13508,Intracellular or membrane-bound
ENSG00000156234,CXCL13,O43927,Secreted to blood
ENSG00000156427,FGF18,O76093,Locally secreted
ENSG00000156466,GDF6,Q6KF10,Secreted to blood
ENSG00000156574,NODAL,Q96S42,Secreted to blood
ENSG00000156575,PRG3,Q9Y2Y8,Locally secreted
ENSG00000156928,MALSU1,Q96EH3,Intracellular or membrane-bound
ENSG00000156966,B3GNT7,Q8NFL0,Intracellular or membrane-bound
ENSG00000157005,SST,P61278,Secreted to blood
ENSG00000157017,GHRL,Q9UBU3,Secreted to blood
ENSG00000157036,EXOG,Q9Y2C4,Intracellular or membrane-bound
ENSG00000157093,LYZL4,Q96KX0,Locally secreted in male tissues
ENSG00000157131,C8A,P07357,Secreted to blood
ENSG00000157150,TIMP4,Q99727,Locally secreted to extracellular matrix
ENSG00000157168,NRG1,Q02297,Secreted to blood
ENSG00000157193,LRP8,Q14114,Locally secreted
ENSG00000157211,CDCP2,Q5VXM1,Secreted - unknown location
ENSG00000157322,CLEC18A,A5D8T8,Secreted to blood
ENSG00000157335,CLEC18C,Q8NCF0,Secreted to blood
ENSG00000157350,ST3GAL2,Q16842,Intracellular or membrane-bound
ENSG00000157368,IL34,Q6ZMJ4,Secreted to blood
ENSG00000157617,C2CD2,Q9Y426,Intracellular or membrane-bound
ENSG00000157766,ACAN,NA,Locally secreted to extracellular matrix
ENSG00000157782,CABP1,Q9NZU7,Intracellular or membrane-bound
ENSG00000158008,EXTL1,Q92935,Intracellular or membrane-bound
ENSG00000158055,GRHL3,Q8TE85,Intracellular or membrane-bound
ENSG00000158246,FAM46B,Q96A09,Secreted - unknown location
ENSG00000158458,NRG2,O14511,Secreted to blood
ENSG00000158470,B4GALT5,O43286,Intracellular or membrane-bound
ENSG00000158488,CD1E,P15812,Intracellular or membrane-bound
ENSG00000158516,CPA2,P48052,Locally secreted to GI-tract
ENSG00000158525,CPA5,Q8WXQ8,Locally secreted in male tissues
ENSG00000158578,ALAS2,P22557,Intracellular or membrane-bound
ENSG00000158604,TMED4,Q7Z7H5,Intracellular or membrane-bound
ENSG00000158710,TAGLN2,P37802,Intracellular or membrane-bound
ENSG00000158747,NBL1,P41271,Locally secreted
ENSG00000158764,ITLN2,Q8WWU7,Locally secreted to GI-tract
ENSG00000158786,PLA2G2F,Q9BZM2,Intracellular or membrane-bound
ENSG00000158813,EDA,Q92838,Intracellular or membrane-bound
ENSG00000158815,FGF17,O60258,Locally secreted in brain
ENSG00000158816,VWA5B1,Q5TIE3,Locally secreted in male tissues
ENSG00000158859,ADAMTS4,O75173,Locally secreted to extracellular matrix
ENSG00000158874,APOA2,P02652,Secreted to blood
ENSG00000158901,WFDC8,Q8IUA0,Locally secreted in male tissues
ENSG00000158955,WNT9B,O14905,Locally secreted to extracellular matrix
ENSG00000159166,LAD1,O00515,Locally secreted to extracellular matrix
ENSG00000159167,STC1,P52823,Locally secreted
ENSG00000159189,C1QC,P02747,Secreted to blood
ENSG00000159224,GIP,P09681,Secreted to blood
ENSG00000159307,SCUBE1,Q8IWY4,Secreted to blood
ENSG00000159322,ADPGK,Q9BRR6,Intracellular or membrane-bound
ENSG00000159398,CES5A,Q6NT32,Locally secreted in male tissues
ENSG00000159496,RGL4,Q8IZJ4,Intracellular or membrane-bound
ENSG00000159527,PGLYRP3,Q96LB9,Locally secreted
ENSG00000159579,RSPRY1,Q96DX4,Secreted to blood
ENSG00000159648,TEPP,Q6URK8,Locally secreted in male tissues
ENSG00000159674,SPON2,Q9BUD6,Secreted to blood
ENSG00000159723,AGRP,O00253,Locally secreted
ENSG00000159763,PIP,P12273,Locally secreted
ENSG00000160097,FNDC5,Q8NAU1,Intracellular or membrane-bound
ENSG00000160111,CPAMD8,Q8IZJ3,Secreted to blood
ENSG00000160161,CILP2,Q8IUL8,Locally secreted to extracellular matrix
ENSG00000160180,TFF3,NA,Secreted to blood
ENSG00000160181,TFF2,Q03403,Locally secreted to GI-tract
ENSG00000160182,TFF1,P04155,Locally secreted to GI-tract
ENSG00000160221,C21orf33,P30042,Intracellular or membrane-bound
ENSG00000160323,ADAMTS13,Q76LX8,Secreted to blood
ENSG00000160339,FCN2,Q15485,Secreted to blood
ENSG00000160349,LCN1,P31025,Locally secreted
ENSG00000160392,C19orf47,Q8N9M1,Intracellular or membrane-bound
ENSG00000160404,TOR2A,"Q5JU69,Q8N2E6",Secreted to blood
ENSG00000160408,ST6GALNAC6,Q969X2,Intracellular or membrane-bound
ENSG00000160439,RDH13,Q8NBN7,Intracellular or membrane-bound
ENSG00000160862,AZGP1,P25311,Secreted to blood
ENSG00000160886,LY6K,Q17RY6,Locally secreted in male tissues
ENSG00000160932,LY6E,Q16553,Intracellular or membrane-bound
ENSG00000160963,COL26A1,Q96A83,Locally secreted to extracellular matrix
ENSG00000161013,MGAT4B,Q9UQ53,Intracellular or membrane-bound
ENSG00000161031,PGLYRP2,Q96PD5,Secreted to blood
ENSG00000161055,SCGB3A1,Q96QR1,Secreted to blood
ENSG00000161249,DMKN,Q6E0U4,Locally secreted
ENSG00000161381,PLXDC1,Q8IUK5,Intracellular or membrane-bound
ENSG00000161610,HCRT,O43612,Secreted to blood
ENSG00000161634,DCD,P81605,Locally secreted
ENSG00000161653,NAGS,Q8N159,Intracellular or membrane-bound
ENSG00000161671,EMC10,Q5UCC4,Secreted to blood
ENSG00000161921,CXCL16,Q9H2A7,Secreted to blood
ENSG00000161955,TNFSF13,O75888,Secreted to blood
ENSG00000161999,JMJD8,Q96S16,Intracellular or membrane-bound
ENSG00000162068,NTN3,O00634,Locally secreted in brain
ENSG00000162078,ZG16B,Q96DA0,Locally secreted to GI-tract
ENSG00000162267,ITIH3,Q06033,Secreted to blood
ENSG00000162344,FGF19,O95750,Secreted to blood
ENSG00000162368,CMPK1,P30085,Intracellular or membrane-bound
ENSG00000162430,SELENON,Q9NZV5,Intracellular or membrane-bound
ENSG00000162433,AK4,P27144,Intracellular or membrane-bound
ENSG00000162438,CTRC,Q99895,Locally secreted to GI-tract
ENSG00000162490,DRAXIN,Q8NBI3,Locally secreted in brain
ENSG00000162510,MATN1,P21941,Locally secreted to extracellular matrix
ENSG00000162551,ALPL,P05186,Intracellular or membrane-bound
ENSG00000162552,WNT4,P56705,Locally secreted to extracellular matrix
ENSG00000162591,MEGF6,O75095,Secreted - unknown location
ENSG00000162631,NTNG1,Q9Y2I2,Intracellular or membrane-bound
ENSG00000162670,BRINP3,Q76B58,Locally secreted
ENSG00000162694,EXTL2,Q9UBQ6,Intracellular or membrane-bound
ENSG00000162706,CADM3,Q8N126,Intracellular or membrane-bound
ENSG00000162711,NLRP3,Q96P20,Intracellular or membrane-bound
ENSG00000162745,OLFML2B,Q68BL8,Secreted - unknown location
ENSG00000162746,FCRLB,Q6BAA4,Intracellular or membrane-bound
ENSG00000162804,SNED1,Q8TER0,Secreted - unknown location
ENSG00000162836,ACP6,Q9NPH0,Intracellular or membrane-bound
ENSG00000162877,PM20D1,Q6GTS8,Locally secreted to GI-tract
ENSG00000162878,PKDCC,Q504Y2,Secreted to blood
ENSG00000162885,B3GALNT2,Q8NCR0,Intracellular or membrane-bound
ENSG00000162891,IL20,Q9NYY1,Secreted to blood
ENSG00000162892,IL24,Q13007,Secreted to blood
ENSG00000162894,FCMR,O60667,Secreted to blood
ENSG00000162896,PIGR,P01833,Intracellular or membrane-bound
ENSG00000162910,MRPL55,Q7Z7F7,Intracellular or membrane-bound
ENSG00000162998,FRZB,Q92765,Locally secreted
ENSG00000163083,INHBB,P09529,Secreted to blood
ENSG00000163131,CTSS,P25774,Intracellular or membrane-bound
ENSG00000163145,C1QTNF7,Q9BXJ2,Secreted to blood
ENSG00000163217,BMP10,O95393,Secreted to blood
ENSG00000163218,PGLYRP4,Q96LB8,Locally secreted
ENSG00000163220,S100A9,P06702,Secreted to blood
ENSG00000163221,S100A12,P80511,Secreted to blood
ENSG00000163235,TGFA,P01135,Secreted to blood
ENSG00000163273,NPPC,P23582,Secreted to blood
ENSG00000163283,ALPP,P05187,Intracellular or membrane-bound
ENSG00000163295,ALPI,P09923,Intracellular or membrane-bound
ENSG00000163297,ANTXR2,P58335,Intracellular or membrane-bound
ENSG00000163359,COL6A3,P12111,Locally secreted to extracellular matrix
ENSG00000163377,FAM19A4,Q96LR4,Locally secreted in brain
ENSG00000163378,EOGT,Q5NDL2,Intracellular or membrane-bound
ENSG00000163382,NAXE,Q8NCW5,Secreted to blood
ENSG00000163389,POGLUT1,Q8NBL1,Intracellular or membrane-bound
ENSG00000163421,PROK2,Q9HC23,Secreted to blood
ENSG00000163430,FSTL1,Q12841,Secreted to blood
ENSG00000163453,IGFBP7,Q16270,Secreted to blood
ENSG00000163501,IHH,Q14623,Locally secreted
ENSG00000163515,RETNLB,Q9BQ08,Secreted to blood
ENSG00000163520,FBLN2,P98095,Locally secreted to extracellular matrix
ENSG00000163521,GLB1L,Q6UWU2,Secreted - unknown location
ENSG00000163536,SERPINI1,Q99574,Locally secreted in brain
ENSG00000163541,SUCLG1,P53597,Intracellular or membrane-bound
ENSG00000163600,ICOS,Q9Y6W8,Intracellular or membrane-bound
ENSG00000163606,CD200R1,Q8TD46,Intracellular or membrane-bound
ENSG00000163631,ALB,P02768,Secreted to blood
ENSG00000163638,ADAMTS9,Q9P2N4,Locally secreted to extracellular matrix
ENSG00000163660,CCNL1,Q9UK58,Intracellular or membrane-bound
ENSG00000163661,PTX3,P26022,Secreted to blood
ENSG00000163687,DNASE1L3,Q13609,Secreted to blood
ENSG00000163701,IL17RE,Q8NFR9,Intracellular or membrane-bound
ENSG00000163702,IL17RC,Q8NAC3,Intracellular or membrane-bound
ENSG00000163703,CRELD1,Q96HD1,Intracellular or membrane-bound
ENSG00000163704,PRRT3,Q5FWE3,Intracellular or membrane-bound
ENSG00000163710,PCOLCE2,Q9UKZ9,Locally secreted to extracellular matrix
ENSG00000163719,MTMR14,Q8NCE2,Intracellular or membrane-bound
ENSG00000163734,CXCL3,P19876,Secreted to blood
ENSG00000163735,CXCL5,P42830,Secreted to blood
ENSG00000163736,PPBP,P02775,Secreted to blood
ENSG00000163737,PF4,P02776,Secreted to blood
ENSG00000163739,CXCL1,P09341,Secreted to blood
ENSG00000163751,CPA3,P15088,Secreted to blood
ENSG00000163794,UCN,P55089,Secreted to blood
ENSG00000163814,CDCP1,Q9H5V8,Intracellular or membrane-bound
ENSG00000163815,CLEC3B,P05452,Secreted to blood
ENSG00000163898,LIPH,Q8WWY8,Secreted to blood
ENSG00000163956,LRPAP1,P30533,Intracellular or membrane-bound
ENSG00000163975,MELTF,P08582,Intracellular or membrane-bound
ENSG00000164022,AIMP1,Q12904,Secreted to blood
ENSG00000164035,EMCN,Q9ULC0,Intracellular or membrane-bound
ENSG00000164047,CAMP,NA,Secreted to blood
ENSG00000164050,PLXNB1,O43157,Intracellular or membrane-bound
ENSG00000164074,ABHD18,Q0P651,Intracellular or membrane-bound
ENSG00000164081,TEX264,Q9Y6I9,Secreted - unknown location
ENSG00000164099,PRSS12,P56730,Secreted - unknown location
ENSG00000164104,HMGB2,P26583,Intracellular or membrane-bound
ENSG00000164105,SAP30,O75446,Intracellular or membrane-bound
ENSG00000164106,SCRG1,O75711,Locally secreted in brain
ENSG00000164112,TMEM155,Q4W5P6,Locally secreted in brain
ENSG00000164136,IL15,P40933,Secreted to blood
ENSG00000164161,HHIP,Q96QV1,Locally secreted
ENSG00000164176,EDIL3,O43854,Secreted to blood
ENSG00000164221,CCDC112,Q8NEF3,Locally secreted in male tissues
ENSG00000164252,AGGF1,Q8N302,Secreted to blood
ENSG00000164265,SCGB3A2,Q96PL1,Locally secreted
ENSG00000164266,SPINK1,P00995,Locally secreted to GI-tract
ENSG00000164283,ESM1,Q9NQ30,Secreted to blood
ENSG00000164291,ARSK,Q6UWY0,Locally secreted
ENSG00000164303,ENPP6,Q6UWR7,Intracellular or membrane-bound
ENSG00000164307,ERAP1,Q9NZ08,Secreted to blood
ENSG00000164308,ERAP2,Q6P179,Secreted to blood
ENSG00000164318,EGFLAM,Q63HQ2,Secreted - unknown location
ENSG00000164342,TLR3,O15455,Intracellular or membrane-bound
ENSG00000164399,IL3,P08700,Secreted to blood
ENSG00000164400,CSF2,P04141,Secreted to blood
ENSG00000164404,GDF9,O60383,Locally secreted in female tissues
ENSG00000164406,LEAP2,Q969E1,Secreted to blood
ENSG00000164418,GRIK2,Q13002,Intracellular or membrane-bound
ENSG00000164451,CALHM4,Q5JW98,Intracellular or membrane-bound
ENSG00000164485,IL22RA2,Q969J5,Secreted to blood
ENSG00000164520,RAET1E,Q8TD07,Intracellular or membrane-bound
ENSG00000164530,PI16,Q6UXB8,Secreted to blood
ENSG00000164574,GALNT10,Q86SR1,Intracellular or membrane-bound
ENSG00000164619,BMPER,Q8N8U9,Locally secreted to extracellular matrix
ENSG00000164687,FABP5,Q01469,Intracellular or membrane-bound
ENSG00000164690,SHH,Q15465,Intracellular or membrane-bound
ENSG00000164692,COL1A2,P08123,Locally secreted to extracellular matrix
ENSG00000164694,FNDC1,Q4ZHG4,Locally secreted to extracellular matrix
ENSG00000164733,CTSB,P07858,Secreted to blood
ENSG00000164761,TNFRSF11B,O00300,Locally secreted
ENSG00000164764,SBSPON,Q8IVN8,Locally secreted to extracellular matrix
ENSG00000164816,DEFA5,Q01523,Locally secreted to GI-tract
ENSG00000164821,DEFA4,P12838,Secreted to blood
ENSG00000164822,DEFA6,Q01524,Locally secreted to GI-tract
ENSG00000164825,DEFB1,P60022,Locally secreted
ENSG00000164871,SPAG11B,Q08648,Locally secreted in male tissues
ENSG00000164932,CTHRC1,Q96CG8,Locally secreted
ENSG00000164946,FREM1,Q5H8C1,Locally secreted to extracellular matrix
ENSG00000165072,MAMDC2,Q7Z304,Locally secreted
ENSG00000165076,PRSS37,A4D1T9,Locally secreted in male tissues
ENSG00000165078,CPA6,Q8N4T0,Locally secreted to extracellular matrix
ENSG00000165124,SVEP1,Q4LDE5,Intracellular or membrane-bound
ENSG00000165131,LLCFC1,Q96L11,Intracellular or membrane-bound
ENSG00000165197,VEGFD,O43915,Secreted to blood
ENSG00000165246,NLGN4Y,Q8NFZ3,Intracellular or membrane-bound
ENSG00000165283,STOML2,Q9UJZ1,Intracellular or membrane-bound
ENSG00000165379,LRFN5,Q96NI6,Intracellular or membrane-bound
ENSG00000165457,FOLR2,P14207,Secreted to blood
ENSG00000165471,MBL2,P11226,Secreted to blood
ENSG00000165490,DDIAS,Q8IXT1,Intracellular or membrane-bound
ENSG00000165507,DEPP1,Q9NTK1,Intracellular or membrane-bound
ENSG00000165623,UCMA,Q8WVF2,Locally secreted to extracellular matrix
ENSG00000165633,VSTM4,Q8IW00,Secreted - unknown location
ENSG00000165650,PDZD8,Q8NEN9,Intracellular or membrane-bound
ENSG00000165661,QSOX2,Q6ZRP7,Intracellular or membrane-bound
ENSG00000165675,ENOX2,Q16206,Intracellular or membrane-bound
ENSG00000165730,STOX1,Q6ZVD7,Intracellular or membrane-bound
ENSG00000165792,METTL17,Q9H7H0,Intracellular or membrane-bound
ENSG00000165799,RNASE7,Q9H1E1,Locally secreted
ENSG00000165816,VWA2,Q5GFL6,Locally secreted to extracellular matrix
ENSG00000165828,PRAP1,Q96NZ9,Locally secreted to GI-tract
ENSG00000165841,CYP2C19,P33261,Intracellular or membrane-bound
ENSG00000165899,OTOGL,Q3ZCN5,Intracellular or membrane-bound
ENSG00000165905,LARGE2,Q8N3Y3,Intracellular or membrane-bound
ENSG00000165953,SERPINA12,Q8IW75,Locally secreted
ENSG00000165973,NELL1,Q92832,Locally secreted
ENSG00000165985,C1QL3,Q5VWW1,Locally secreted in brain
ENSG00000166033,HTRA1,Q92743,Secreted to blood
ENSG00000166035,LIPC,P11150,Secreted to blood
ENSG00000166037,CEP57,Q86XR8,Intracellular or membrane-bound
ENSG00000166086,JAM3,Q9BX67,Secreted to blood
ENSG00000166090,IL25,Q9H293,Secreted to blood
ENSG00000166106,ADAMTS15,Q8TE58,Locally secreted to extracellular matrix
ENSG00000166145,SPINT1,O43278,Secreted to blood
ENSG00000166147,FBN1,P35555,Secreted to blood
ENSG00000166169,POLL,Q9UGP5,Intracellular or membrane-bound
ENSG00000166268,MYRFL,Q96LU7,Intracellular or membrane-bound
ENSG00000166278,C2,P06681,Secreted to blood
ENSG00000166311,SMPD1,P17405,Secreted to blood
ENSG00000166340,TPP1,O14773,Intracellular or membrane-bound
ENSG00000166342,NETO1,Q8TDF5,Intracellular or membrane-bound
ENSG00000166402,TUB,P50607,Intracellular or membrane-bound
ENSG00000166405,RIC3,Q7Z5B4,Intracellular or membrane-bound
ENSG00000166454,ATMIN,O43313,Intracellular or membrane-bound
ENSG00000166479,TMX3,Q96JJ7,Intracellular or membrane-bound
ENSG00000166482,MFAP4,P55083,Locally secreted to extracellular matrix
ENSG00000166509,CLEC3A,NA,Locally secreted to extracellular matrix
ENSG00000166535,A2ML1,A8K2U0,Locally secreted
ENSG00000166598,HSP90B1,P14625,Intracellular or membrane-bound
ENSG00000166710,B2M,P61769,Intracellular or membrane-bound
ENSG00000166794,PPIB,P23284,Secreted to blood
ENSG00000166797,FAM96A,Q9H5X1,Intracellular or membrane-bound
ENSG00000166839,ANKDD1A,Q495B1,Secreted - unknown location
ENSG00000166845,C18orf54,Q8IYD9,Locally secreted in male tissues
ENSG00000166855,CLPX,O76031,Intracellular or membrane-bound
ENSG00000166863,TAC3,Q9UHF0,Locally secreted in female tissues
ENSG00000166922,SCG5,P05408,Secreted to blood
ENSG00000166923,GREM1,O60565,Secreted to blood
ENSG00000166997,CNPY4,Q8N129,Intracellular or membrane-bound
ENSG00000167004,PDIA3,P30101,Intracellular or membrane-bound
ENSG00000167077,MEI1,Q5TIA1,Locally secreted in male tissues
ENSG00000167085,PHB,P35232,Intracellular or membrane-bound
ENSG00000167104,BPIFB6,Q8NFQ5,Intracellular or membrane-bound
ENSG00000167123,CERCAM,Q5T4B2,Intracellular or membrane-bound
ENSG00000167136,ENDOG,Q14249,Intracellular or membrane-bound
ENSG00000167244,IGF2,P01344,Secreted to blood
ENSG00000167311,ART5,Q96L15,Locally secreted
ENSG00000167419,LPO,P22079,Locally secreted to GI-tract
ENSG00000167468,GPX4,P36969,Intracellular or membrane-bound
ENSG00000167531,LALBA,P00709,Locally secreted in female tissues
ENSG00000167536,DHRS13,Q6UX07,Secreted - unknown location
ENSG00000167618,LAIR2,Q6ISS4,Secreted - unknown location
ENSG00000167702,KIFC2,Q96AC6,Intracellular or membrane-bound
ENSG00000167711,SERPINF2,P08697,Secreted to blood
ENSG00000167716,WDR81,Q562E7,Intracellular or membrane-bound
ENSG00000167733,HSD11B1L,Q7Z5J1,Locally secreted in brain
ENSG00000167740,CYB5D2,Q8WUJ1,Secreted - unknown location
ENSG00000167749,KLK4,Q9Y5K2,Locally secreted in male tissues
ENSG00000167751,KLK2,P20151,Locally secreted in male tissues
ENSG00000167754,KLK5,Q9Y337,Locally secreted
ENSG00000167755,KLK6,Q92876,Locally secreted
ENSG00000167757,KLK11,Q9UBX7,Locally secreted
ENSG00000167759,KLK13,Q9UKR3,Locally secreted
ENSG00000167772,ANGPTL4,Q9BY76,Secreted to blood
ENSG00000167779,IGFBP6,P24592,Secreted to blood
ENSG00000167800,TBX10,O75333,Intracellular or membrane-bound
ENSG00000167851,CD300A,Q9UGN4,Intracellular or membrane-bound
ENSG00000167925,GHDC,Q8N2G8,Intracellular or membrane-bound
